Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;MaxConfidence;Distance;DistRemaining;TotalDistance;BallWasHit;InputNumber;BCIThresholdBuffer
BCIStateUpdated;2024-05-10 12:52:05.5004;1;5f78185c142b9b810ba33886c1b01f4d;anonymous;Connecting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2024-05-10 12:52:06.4504;28;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingHeader;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
BCIStateUpdated;2024-05-10 12:52:06.4504;28;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Resting;2024-05-10 12:52:50.0646;9524;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.0000;0.0000;50.0000;0.0000;50.0000;FALSE;NULL;NULL
GameStarted;2024-05-10 12:52:50.0696;9524;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2024-05-10 12:53:02.4247;12109;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.9186;NULL;NULL;NULL;NULL;NULL;1;(0.868 0.885 0.907 0.926 0.919 0.708 0.721 0.805 )
SuccessfulHit;2024-05-10 12:53:02.4257;12109;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.9258;0.9258;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:03.5629;12340;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.9153;NULL;NULL;NULL;NULL;NULL;2;(0.929 0.923 0.917 0.919 0.915 0.932 0.941 0.936 )
SuccessfulHit;2024-05-10 12:53:03.5639;12340;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.9189;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:04.7067;12578;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.7721;NULL;NULL;NULL;NULL;NULL;3;(0.865 0.831 0.788 0.781 0.772 0.900 0.900 0.885 )
SuccessfulHit;2024-05-10 12:53:04.7077;12578;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7805;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:05.8399;12810;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8284;NULL;NULL;NULL;NULL;NULL;4;(0.786 0.818 0.823 0.841 0.828 0.767 0.763 0.733 )
SuccessfulHit;2024-05-10 12:53:05.8399;12810;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8407;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:53:06.1268;12869;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8190;0.9407;50.0000;0.0000;50.0000;TRUE;NULL;NULL
Resting;2024-05-10 12:53:20.1313;15745;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8584;0.8584;26.4825;23.5175;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:20.2260;15763;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;5;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
MotorImagery;2024-05-10 12:53:30.4716;17927;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.9186;NULL;NULL;NULL;NULL;NULL;6;(0.868 0.885 0.907 0.926 0.919 0.708 0.721 0.805 )
SuccessfulHit;2024-05-10 12:53:30.4726;17927;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.9258;0.9258;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:31.6259;18162;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.9153;NULL;NULL;NULL;NULL;NULL;7;(0.929 0.923 0.917 0.919 0.915 0.932 0.941 0.936 )
SuccessfulHit;2024-05-10 12:53:31.6259;18162;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.9189;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:32.7623;18399;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.7721;NULL;NULL;NULL;NULL;NULL;8;(0.865 0.831 0.788 0.781 0.772 0.900 0.900 0.885 )
SuccessfulHit;2024-05-10 12:53:32.7633;18399;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7805;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:53:33.8967;18633;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8284;NULL;NULL;NULL;NULL;NULL;9;(0.786 0.818 0.823 0.841 0.828 0.767 0.763 0.733 )
SuccessfulHit;2024-05-10 12:53:33.8977;18633;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8407;0.9407;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:53:34.1875;18695;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8190;0.9407;26.4825;23.5175;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:53:45.0033;20940;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;10;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-10 12:53:45.0033;20940;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:53:46.1487;21177;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;11;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-10 12:53:46.1487;21177;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:53:48.1419;21587;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8289;NULL;NULL;NULL;NULL;NULL;12;(0.825 0.820 0.804 0.819 0.827 0.829 0.724 0.754 )
SuccessfulHit;2024-05-10 12:53:48.1429;21587;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8265;0.8265;NULL;NULL;NULL;TRUE;NULL;NULL
Resting;2024-05-10 12:53:48.2485;21609;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8289;0.8289;2.9650;47.0350;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:54:00.0772;24099;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.7324;NULL;NULL;NULL;NULL;NULL;13;(0.713 0.739 0.786 0.791 0.752 0.750 0.723 0.732 )
SuccessfulHit;2024-05-10 12:54:00.0782;24099;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7228;0.7908;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:54:01.2152;24335;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.7722;NULL;NULL;NULL;NULL;NULL;14;(0.755 0.784 0.788 0.789 0.795 0.796 0.766 0.772 )
SuccessfulHit;2024-05-10 12:54:01.2152;24335;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7659;0.7956;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:54:02.3075;24560;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.7237;0.7956;50.0000;0.0000;50.0000;TRUE;NULL;NULL
Resting;2024-05-10 12:54:16.3141;27469;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.4114;0.5175;30.1100;19.8900;50.0000;FALSE;NULL;NULL
Resting;2024-05-10 12:54:30.3194;30450;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.4321;0.4348;30.1100;19.8900;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:54:43.9801;33339;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8557;NULL;NULL;NULL;NULL;NULL;15;(0.833 0.829 0.856 0.858 0.856 0.736 0.783 0.801 )
SuccessfulHit;2024-05-10 12:54:43.9801;33339;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8584;0.8584;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:54:44.3724;33421;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8548;0.8584;30.1100;19.8900;50.0000;TRUE;NULL;NULL
MotorImagery;2024-05-10 12:54:45.1157;33566;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8822;NULL;NULL;NULL;NULL;NULL;16;(0.876 0.888 0.878 0.868 0.882 0.849 0.855 0.860 )
Resting;2024-05-10 12:54:58.3816;36336;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.4309;0.5274;8.6500;41.3500;50.0000;FALSE;NULL;NULL
Resting;2024-05-10 12:55:12.3853;39296;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.4321;0.4348;8.6500;41.3500;50.0000;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:55:23.4938;41651;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8229;NULL;NULL;NULL;NULL;NULL;17;(0.844 0.828 0.823 0.713 0.796 0.833 0.843 0.851 )
SuccessfulHit;2024-05-10 12:55:23.4948;41651;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8284;0.8513;NULL;NULL;NULL;FALSE;NULL;NULL
MotorImagery;2024-05-10 12:55:26.3410;42244;5f78185c142b9b810ba33886c1b01f4d;anonymous;ReceivingData;0.8229;NULL;NULL;NULL;NULL;NULL;18;(0.796 0.833 0.843 0.851 0.844 0.828 0.823 0.713 )
SuccessfulHit;2024-05-10 12:55:26.3420;42244;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8284;0.8513;NULL;NULL;NULL;FALSE;NULL;NULL
Resting;2024-05-10 12:55:26.4447;42265;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;0.8229;0.8513;8.6500;41.3500;50.0000;TRUE;NULL;NULL
GameStopped;2024-05-10 12:55:35.2322;44107;5f78185c142b9b810ba33886c1b01f4d;anonymous;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
